entity_urn,United States Sales,United States Engineering,description,country_multiplier,sales_ratio,adj_hc_ratio,investor_1,investor_2,Prior VC Backed Founder_count,Deep Technical Background_count,Prior Exit_count,Elite Industry Experience_count,company_region,headcount_0m,headcount_growth_1m,headcount_growth_3m,headcount_growth_6m,headcount_growth_12m,headcount_monotonicity,headcount_concavity,max_headcount,earliest_valid_month,num_valid_months,headcount_volatility_score,trailing_growth_avg,trailing_growth_std,trailing_growth_min,trailing_growth_max,current_max_ratio,linkedin_follower_count_0m,linkedin_follower_growth_1m,linkedin_follower_growth_3m,linkedin_follower_growth_6m,linkedin_follower_growth_12m,linkedin_employees,linkedin_follower_count_max,linkedin_follower_peak_month,linkedin_current_peak_count_ratio,linkedin_follower_count_volatility,linkedin_follower_trend,followers_per_linkedin_employee,twitter_follower_count_0m,twitter_follower_count_max,twitter_follower_peak_month,twitter_current_peak_ratio,twitter_follower_count_volatility,twitter_follower_trend,emps/year,emps/funds_m,adj_emp_delta_6m,adj_emp_delta_12m,emp_highlight_count,funding_total,last_funding_type,last_funding_total,funding_stage,years_since_funding,hc_adds_since_funding,adj_hc_ratio,years_since_founding,dominant_function,business_function_entropy,dominant_emp_role,emp_role_entropy,ownership_status,gpt_sector,top_region,num_investors,employee_highlight_YC Backed Founder,employee_highlight_Prior VC Backed Executive,employee_highlight_Founder Turned Operator,employee_highlight_Current Student,employee_highlight_HBCU Alum,employee_highlight_Jack of All Trades,employee_highlight_money_club_count,employee_highlight_seasoned_count,employee_highlight_top_institution_experience_count,num_unique_vc_backers
urn:harmonic:company:4299675,0,3,"J2 Health provides a cloud-based software solution that optimizes provider networks for health organizations, focusing on network adequacy and competitive positioning. The platform utilizes proprietary data and analytics to enhance contracting processes and identify in-demand providers, supporting market expansion.",1.0,0.05076142131979695,0.9850000000000001,1,0,1,2,0,1,North America,33,1.1666666269302368,1.3125,1.75,2.0999999046325684,0.9166666666666666,0.5454545454545454,21.0,17,18,0.46922408751163136,1.2893422549672549,0.28821971806256697,1.0,2.0625,1.5714285714285714,6117,1.0757426023483276,1.1047279834747314,1.5723588466644287,2.2849631309509277,20.0,6117.0,0,1.0,1282.2068967775017,174.05469556243554,5.726359028835106,17.0,18.0,8,0.9444444444444444,3.0529103226116057,0.4148606811145516,4.2277992277992285,4.666666666666667,8.865,10.835,26,4.5,SEED,4500000.0,SEED,2.7679671457905544,12.0,0.9850000000000001,4.967123287671233,business_development,0.9404479886553264,Engineering,1.540305825226517,PRIVATE,Healthcare Software,North America,6,0,2,0,0,0,0,1,6,20,7
urn:harmonic:company:11191879,1,1,"Procurement Sciences offers an AI-driven platform designed to automate key components of the bidding process for government contractors, including proposal generation, opportunity matching, and document analysis. Utilizing generative AI, the platform aims to improve operational efficiency and provide quick insights to enhance the chances of winning government contracts.",1.0,0.09009009009009007,0.85,0,0,0,0,0,0,North America,30,1.0,1.1111111640930176,2.0,10.0,0.8,0.5555555555555556,10.0,12,13,1.0289861194312555,2.3216666666666668,1.3624607820836714,0.8333333333333334,5.0,3.0,4437,1.2564102411270142,1.482894778251648,3.9268293380737305,563.5,0.0,4437.0,0,1.0,1174.9296105484743,123.41382868937043,,11.0,11.0,0,1.0,,,4.879679144385027,6.666666666666667,4.25,7.6499999999999995,8,1.5,SEED_ROUND,1500000.0,SERIES_A,1.7193702943189597,9.0,0.85,2.0493150684931507,business_development,0.45056120886630463,Advisor,1.6731183626432506,PRIVATE,Other,North America,4,0,2,0,0,0,1,0,8,8,4
urn:harmonic:company:21435391,0,0,"Gradient offers an AI automation platform that streamlines complex data workflows through a systematic approach involving data ingestion, transformation, and integration. The platform employs AI models and APIs to facilitate seamless integration while ensuring compliance with standards such as SOC 2 and HIPAA.",1.0,0.09090909090909091,0.88,0,0,2,1,0,0,North America,35,1.1428571939468384,1.1428571939468384,1.0952380895614624,,1.0,1.0,25.0,6,6,0.2467748290515513,1.3583333333333334,0.4360491817317043,1.05,1.6666666666666667,1.4,9574,1.6529347896575928,1.8035004138946533,,,25.0,9574.0,0,1.0,3153.3142406046372,,5.9505383804953365,4773.0,4773.0,0,1.0,2673.709096617157,,8.096118299445472,0.9448818897637796,1.8365216391839223,,52,25.4,SEED,10000000.0,SEED,1.2073921971252566,2.086956408163548,0.88,2.9643835616438357,business_development,0.7214636866925115,Advisor,1.5694326398672271,PRIVATE,Infrastructure,North America,6,0,3,0,0,0,0,1,20,46,6
urn:harmonic:company:3053348,4,5,"Plenful provides an AI-driven workflow automation platform tailored for pharmacy and healthcare operations, primarily aimed at automating document-based data entry and uncovering revenue opportunities. The platform employs technologies such as optical character recognition (OCR), Human-in-the-loop AI, and data centralization to improve operational efficiency.",1.0,0.05,1.0,2,0,1,0,0,2,North America,36,1.0714285373687744,1.1538461446762085,1.1538461446762085,1.1538461446762085,0.5833333333333334,0.5454545454545454,20.0,17,18,0.4087052727822336,1.1697344322344325,0.5104620385125879,0.9230769230769231,2.769230769230769,1.8,10156,1.0781906843185425,1.499268651008606,2.3455376625061035,5.413732528686523,20.0,10156.0,0,1.0,2276.0855256912987,279.8163054695561,6.232055012025913,20.0,20.0,0,1.0,4.133791878423205,0.5417956656346749,3.783690393918452,0.8333333333333334,2.0,2.0,22,18.0,SERIES_UNKNOWN,9000000.0,SERIES_A,1.1937029431895962,3.0,1.0,3.9643835616438357,business_development,1.286057336874379,Sales,1.6524102538843108,PRIVATE,Healthcare Software,North America,4,0,5,0,0,0,1,1,16,15,5
urn:harmonic:company:10749556,2,0,"The platform provides Active Application Security Posture Management (ASPM) that integrates various application security practices to enhance visibility and traceability throughout the software development lifecycle. It utilizes CI/CD security posture management, workflow automation, and supports integration with multiple security tools to effectively address application security risks.",1.0,0.445859872611465,0.6752688172043011,0,0,1,1,2,2,North America,138,0.9878048896789551,1.1408450603485107,1.1571428775787354,2.076923131942749,1.0,0.36363636363636365,93.0,14,15,0.4054287068762903,1.3178812449565473,0.2527307754617856,1.0142857142857142,1.943661971830986,1.4838709677419355,6477,1.0332860946655273,1.3221567869186401,1.484231948852539,2.745061159133911,93.0,6477.0,0,1.0,1375.9247003206174,197.98658410732725,4.257669618325401,,,,,,,20.43192812715964,2.3823529411764706,7.427956989247312,28.361290322580647,32,34.0,SERIES_UNKNOWN,,SEED,1.3470225872689938,53.0,0.6752688172043011,3.9643835616438357,sales,0.8743632181676798,Sales,1.6558199470614503,PRIVATE,Other,North America,6,0,16,0,0,0,1,1,20,11,8
urn:harmonic:company:3333922,0,8,"Defense Unicorns offers a secure, open-source software delivery platform designed for the Department of Defense, facilitating rapid application deployment in both connected and disconnected environments. The platform features a centralized repository for trusted applications and utilizes a DevSecOps framework to address the specific security and operational requirements of military missions.",1.0,0.09009009009009007,0.85,0,0,1,4,0,2,North America,184,1.057692289352417,1.2222222089767456,1.1481481790542603,,1.0,0.5,55.0,6,7,0.8105415481867951,2.162307762307762,1.6685568417547434,1.1818181818181819,4.088888888888889,3.3454545454545452,23065,1.0483444929122925,1.2015674114227295,12.739067077636719,12.739067077636719,0.0,23065.0,0,1.0,5920.570838187818,770.7244582043343,,315.0,315.0,0,1.0,112.93656036318207,,13.873531444367657,55.0,6.032259160565505,,13,0.5043,ANGEL,504300.0,SERIES_A,2.184804928131417,7.0967754830182415,0.85,3.9643835616438357,business_development,0.45056120886630463,Engineering,0.8875393029064591,PRIVATE,Other,North America,2,0,3,0,0,0,1,1,9,3,2
urn:harmonic:company:3215672,0,0,"LiveKit offers an open-source platform designed for real-time voice and video applications, leveraging a WebRTC stack to ensure low-latency streaming and effective speaker detection. Its features include session recording, noise cancellation, and integration with telephony networks, making it suitable for scalable solutions across mobile and web environments.",1.0,0.09009009009009007,0.85,1,0,3,1,2,1,North America,32,1.0,1.076923131942749,1.1666666269302368,1.5555555820465088,0.8333333333333334,0.5454545454545454,14.0,17,18,0.6283331481266654,1.3264554889554891,0.43494871481379477,1.0,2.4615384615384617,2.2857142857142856,1736,1.0252101421356201,1.2448979616165161,,,0.0,1736.0,0,1.0,682.4993040289492,,,3833.0,3833.0,0,1.0,881.0297762656304,90.30478156174743,3.7163636363636363,1.9178082191780823,1.7,4.25,40,7.3,SEED,7300000.0,SERIES_A,2.2861054072553046,12.0,0.85,3.767123287671233,business_development,0.45056120886630463,Engineering,1.86177110055126,PRIVATE,Infrastructure,North America,19,0,6,0,0,0,0,2,15,29,17
urn:harmonic:company:602158,2,2,"Sublime Security provides a cloud-based email security platform that utilizes AI-driven detection methods and a transparent detection engine to combat various email threats, including phishing and malware. The technology integrates through APIs and webhooks, employing Message Query Language and behavioral AI to improve visibility and control over email security incidents.",1.0,0.11538461538461539,0.9629629629629629,2,0,1,0,0,1,North America,59,1.125,1.125,1.350000023841858,1.7999999523162842,0.9166666666666666,0.45454545454545453,27.0,17,18,0.5600014001561294,1.2937416932482722,0.3794223277250158,1.0,2.4583333333333335,2.185185185185185,2823,1.10869562625885,1.2157330513000488,1.6693944931030273,3.984375,27.0,2823.0,0,1.0,609.6276587827534,84.0846233230134,4.6592374072583675,2189.0,2189.0,0,1.0,369.1491763218292,60.51083591331269,4.524793388429752,2.3275862068965516,6.7407407407407405,11.555555555555555,48,11.6,SEED,9800000.0,SERIES_B,1.8261464750171115,17.0,0.9629629629629629,5.967123287671233,business_development,1.2406842919533958,Engineering,1.6704091259319993,PRIVATE,Cybersecurity,North America,14,0,6,0,0,0,0,1,18,42,15
urn:harmonic:company:12756714,1,11,"The primary offering is an autonomous software engineering platform that utilizes AI to streamline the software development lifecycle, encompassing tasks such as ideation, feature planning, coding, testing, code review, and documentation. The platform also incorporates advanced security measures to ensure compliance and protect intellectual property.",1.0,0.09009009009009007,0.85,2,0,0,3,0,3,North America,58,1.2142857313156128,1.2592592239379883,14.166666984558105,,0.8,0.5,170.0,7,8,0.7619895187561587,6.334061573627629,5.363652977451541,0.42962962962962964,11.666666666666666,0.3411764705882353,4519,2.949720621109009,3.115044355392456,5.333333492279053,,0.0,4519.0,0,1.0,1504.27248671433,,,5906.0,5906.0,0,1.0,2381.8806015415635,,99.43910256410255,34.0,134.29999999999998,,44,5.0,SEED,5000000.0,SERIES_A,1.1307323750855578,153.0,0.85,1.7095890410958905,business_development,0.45056120886630463,Engineering,1.2968197574066251,PRIVATE,Horizontal Software,North America,9,0,1,0,0,0,0,0,7,40,9
urn:harmonic:company:10894886,5,7,"Tennr provides an intelligent automation platform specifically designed for healthcare operations, leveraging its proprietary RaeLM™ document reasoning model, which is trained on a large dataset of medical documents to enhance document classification and facilitate EHR integration. The platform features a no-code interface that enables users to develop customized workflows and reusable components.",1.0,0.15789473684210525,1.0,4,0,0,1,0,2,North America,64,1.0,1.0,1.100000023841858,,1.0,0.7142857142857143,19.0,10,11,1.3113347266934168,2.171022727272727,1.5962913362247686,1.1,5.818181818181818,3.3684210526315788,4213,1.0,1.0712589025497437,1.3072463274002075,,19.0,4213.0,0,1.0,1181.689083857971,,5.405990994371694,,,,,,,2.7747062888735314,2.2,1.0,,40,5.0,SEED,,SERIES_B,1.83709787816564,7.0,1.0,3.9643835616438357,business_development,0.5859526183035508,Sales,1.6725827689365125,PRIVATE,Horizontal Software,North America,9,3,4,0,0,0,0,0,9,34,9
urn:harmonic:company:1704422,3,3,"Prepared offers an AI-driven platform that enhances emergency response call processing by centralizing essential data and enabling real-time collaboration. Key features include live call transcription, audio and text translation, and an analytics dashboard, all supported by a cloud-based architecture that integrates with existing systems.",1.0,0.09009009009009007,0.85,3,0,0,1,0,1,North America,72,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,13.0,17,18,0.8543201383619038,1.3782051282051284,1.3101409954687662,1.0,5.538461538461538,5.538461538461538,6525,1.0,1.0,1.0,1.0,0.0,6525.0,0,1.0,1484.2171337105633,110.47368421052623,,75.0,75.0,0,1.0,0.0,0.0,2.6172090457804744,0.8940852819807429,0.0,0.0,45,14.54,SERIES_UNKNOWN,11900000.0,SERIES_B,2.948665297741273,0.0,0.85,4.967123287671233,business_development,0.45056120886630463,Sales,1.7966007590285447,PRIVATE,Other,North America,15,0,7,0,0,2,1,0,26,39,16
urn:harmonic:company:1449433,3,4,"QA Wolf offers a hybrid platform and service that automates end-to-end testing for web and mobile applications, achieving 80% test coverage within four months by utilizing Playwright for web and Appium for mobile testing. The solution allows for unlimited parallel test runs and integrates seamlessly with CI/CD processes to maintain consistent testing results.",1.0,0.09009009009009007,0.85,1,0,0,0,0,0,North America,156,0.9718309640884399,1.4375,2.299999952316284,5.307692527770996,0.9166666666666666,0.45454545454545453,69.0,17,18,1.0979742692117012,1.8752585431364501,0.6927302141745462,1.0,3.25,2.260869565217391,10376,1.1065759658813477,1.7183098793029785,3.3771626949310303,8.561403274536133,0.0,10376.0,0,1.0,2693.8591307793945,213.1651186790504,,536.0,536.0,0,1.0,112.34279866446583,11.097007223942214,11.5633608815427,3.432835820895522,33.15,47.6,9,20.1,EARLY_STAGE_VC,20100000.0,SERIES_B,2.2833675564681726,66.0,0.85,5.967123287671233,business_development,0.45056120886630463,Engineering,1.117115673364451,PRIVATE,Infrastructure,North America,12,0,0,0,0,0,0,0,7,9,13
urn:harmonic:company:796251,2,3,"AcuityMD offers a commercial platform tailored for the medical technology sector, utilizing integrated healthcare data to enhance pipeline management, demand forecasting, and product adoption tracking. The platform features dynamic insights and user-friendly filters that assist users in identifying target markets and refining their sales and marketing strategies.",1.0,0.09009009009009007,0.85,2,0,0,2,0,4,North America,171,1.0555555820465088,1.1399999856948853,1.4249999523162842,2.590909004211426,1.0,0.5454545454545454,57.0,17,18,0.9151066669370433,1.457148128977839,0.6346915759644736,1.08,3.42,3.0,6790,1.2300150394439697,1.6084812879562378,,,0.0,6790.0,0,1.0,2545.690318950834,,,84.0,84.0,0,1.0,23.49874840221471,4.261093911248712,9.552341597796143,1.5,14.45,29.75,41,38.0,SERIES_A,31000000.0,SERIES_B,2.6064339493497606,47.0,0.85,5.967123287671233,business_development,0.45056120886630463,Engineering,1.7974852058398656,PRIVATE,Healthcare Software,North America,10,0,6,0,0,0,0,0,25,30,12
urn:harmonic:company:1710563,0,1,"Pallet is a recruitment platform that leverages exclusive networks and community leaders to connect companies with candidates, particularly in the tech and product management fields. This method enhances recruitment efficiency by improving response rates and accessing hard-to-reach talent pools.",1.0,0.09009009009009007,0.85,0,0,0,0,1,0,North America,24,1.0416666269302368,1.0,1.0,1.0416666269302368,0.25,0.7272727272727273,25.0,17,18,0.2626859590556267,0.9642573544027032,0.1368913569771129,0.5581395348837209,1.0833333333333333,0.96,4037,1.0186588764190674,1.0389533042907715,1.093241572380066,1.377217173576355,0.0,4037.0,0,1.0,557.5341866478196,102.31682146542835,,8079.0,8680.0,13,0.9307603686635945,158.4367773539359,-19.798761609907125,5.033094318808605,2.293577981651376,0.0,0.85,9,10.9,SEED,3900000.0,SEED,2.9897330595482545,-14.0,0.85,4.967123287671233,business_development,0.45056120886630463,Operations,1.0335620542068176,PRIVATE,Other,North America,9,0,5,0,0,0,0,0,7,3,9
urn:harmonic:company:773835,0,7,"Clerk offers a user management platform that includes customizable user interfaces and APIs tailored for modern web frameworks, emphasizing security features such as session management, multifactor authentication, and bot detection. The platform supports various authentication methods, including social sign-on, and is designed to handle multi-tenancy for user administration.",1.0,0.05235602094240837,0.7074074074074075,3,0,4,0,0,2,North America,146,1.0952380895614624,1.2777777910232544,1.2777777910232544,1.4375,0.6666666666666666,0.6363636363636364,54.0,17,18,1.2656777851455563,1.663309110193785,2.031893095116999,0.9444444444444444,8.11111111111111,2.7037037037037037,4820,1.2470389604568481,1.4594058990478516,1.7975609302520752,2.2888197898864746,54.0,4820.0,0,1.0,1052.7104589855257,95.93498452012378,4.502686187620877,22314.0,22314.0,0,1.0,5057.995614109698,534.2033023735809,4.788933257273246,3.5384615384615383,3.537037037037037,4.951851851851853,30,6.5,SEED,6300000.0,SERIES_B,2.0533880903490758,11.0,0.7074074074074075,4.802739726027397,sales,1.0549201679861442,Engineering,1.2341266755752798,PRIVATE,Infrastructure,Europe,15,0,3,2,0,0,2,0,16,23,15
urn:harmonic:company:4424857,4,1,"PermitFlow provides a construction permitting software that streamlines the preparation, submission, and tracking of permits across various municipalities, leveraging digitization to reduce errors and improve efficiency. The platform incorporates local expertise to facilitate collaboration among stakeholders, enhancing project timelines.",1.0,0.1724137931034483,0.9666666666666667,2,0,4,0,0,4,North America,74,1.375,2.75,5.5,,0.6666666666666666,0.8,24.0,8,9,2.062724122134201,5.666666666666667,6.853223086013373,0.5,18.5,3.0833333333333335,12124,1.195364236831665,1.5041667222976685,,,24.0,12124.0,0,1.0,5305.149997879419,,6.226865995817694,199.0,199.0,0,1.0,63.0,,3.710720887245841,11.0,8.7,,38,0.375,SEED,375000.0,SERIES_A,2.7104722792607805,9.0,0.9666666666666667,2.9643835616438357,business_development,0.6869615765973234,Operations,1.7438359797333898,PRIVATE,Vertical Software,North America,16,3,5,0,1,0,0,3,11,26,19
urn:harmonic:company:4115957,4,3,"Vendelux offers an AI-driven platform that utilizes a vast database of over 200,000 B2B events to provide insights on attendees and sponsors, aiding in the optimization of marketing strategies and event participation. The technology fosters collaboration between marketing and sales teams, enhancing the evaluation of return on investment and supporting revenue growth.",1.0,0.1724137931034483,0.9157894736842105,2,0,2,2,0,1,North America,64,1.2173912525177002,1.3333333730697632,1.4736841917037964,1.6470588445663452,0.75,0.6363636363636364,38.0,17,18,0.5327130408268835,1.2525130739430275,0.5768854338887629,0.8888888888888888,3.0476190476190474,1.6842105263157894,11555,1.2215280532836914,1.2277227640151978,2.5741772651672363,4.208609104156494,38.0,11555.0,0,1.0,3148.68203157253,551.4943240454078,5.7205705869440155,98.0,101.0,5,0.9702970297029703,3.6136994243312164,0.4437564499484003,8.933566433566433,1.5686274509803921,8.242105263157894,10.073684210526315,23,17.85,SERIES_A,14750000.0,SERIES_A,1.1197809719370295,12.0,0.9157894736842105,3.1342465753424658,business_development,1.276257364236179,Sales,1.7908444719307193,PRIVATE,Data,Europe,24,0,7,1,0,0,1,2,17,11,22
urn:harmonic:company:824671,3,6,"Fieldguide provides an AI platform designed for advisory and audit firms, utilizing artificial intelligence and cloud technologies to enhance engagement processes across various regulatory frameworks, including SOC 2 and PCI. Key features include document management, automated reporting, and real-time collaboration, which collectively improve visibility and control during client engagements.",1.0,0.09009009009009007,0.85,4,0,3,1,0,5,North America,93,1.0208333730697632,1.2894736528396606,1.6896551847457886,2.882352828979492,1.0,0.6363636363636364,49.0,17,18,0.6291661038556324,1.3983821190759926,0.3656760834242903,1.0666666666666667,2.4473684210526314,1.8979591836734695,8587,1.0556212663650513,1.1683038473129272,1.3926619291305542,2.6468842029571533,0.0,8587.0,0,1.0,1824.429455985975,199.48710010319914,,86.0,86.0,0,1.0,14.233607702732785,2.4468524251806003,10.386178861788617,2.8823529411764706,17.0,27.2,53,17.0,PRE_SEED,17000000.0,SERIES_B,2.6365503080082138,34.0,0.85,4.717808219178083,business_development,0.45056120886630463,Engineering,1.7863075080535882,PRIVATE,Vertical Software,North America,9,2,17,0,0,0,1,0,23,28,10
urn:harmonic:company:1841807,1,5,"Permiso Security offers a platform that combines Identity Security Posture Management (ISPM) and Identity Threat Detection and Response (ITDR) to safeguard identities across diverse environments, including cloud services. The technology utilizes advanced tracking and attribution techniques to identify and assess suspicious activities, facilitating prompt responses to identity-related threats.",1.0,0.08,0.8620689655172413,1,0,0,2,2,4,North America,56,1.0645161867141724,1.0645161867141724,1.1785714626312256,1.1785714626312256,0.5,0.6363636363636364,33.0,17,18,0.24392941729986095,1.112689649060617,0.23624756856150944,0.9285714285714286,1.8064516129032258,1.696969696969697,5249,1.0743613243103027,1.218313455581665,1.4700374603271484,2.2731659412384033,29.0,5249.0,0,1.0,1023.9666239965165,145.06501547987614,5.204006687076795,986.0,986.0,0,1.0,189.25630164519833,28.437564499484,6.643684500827359,3.3,4.310344827586206,4.310344827586206,38,10.0,SEED,10000000.0,SERIES_A,2.91854893908282,10.0,0.8620689655172413,4.967123287671233,business_development,1.3592367006650063,Engineering,1.6651164783257815,PRIVATE,Cybersecurity,North America,12,0,14,0,0,0,0,0,26,18,12
urn:harmonic:company:3281642,3,2,"The product is a platform that utilizes artificial intelligence to transform 2D sketches into detailed visuals, featuring collaborative workspaces, multiple rendering styles, and advanced drawing tools. It also allows for the import of 3D models and includes capabilities for texture control and layer management, enhancing design flexibility for users.",1.0,0.3448275862068966,0.7909090909090909,2,0,3,0,0,0,North America,41,1.0,0.75,1.0,1.5,0.5,0.6363636363636364,11.0,15,16,1.823670681440644,1.972222222222222,2.6436825147996195,0.75,10.25,3.727272727272727,20514,1.0478781461715698,1.9298597574234009,2.3093526363372803,6.6875,11.0,20514.0,0,1.0,5048.35933373408,390.2755417956653,7.531503661522258,1974.0,1974.0,0,1.0,462.6883348843963,36.93808049535603,0.7567380787836904,3.0,0.0,0.7909090909090909,18,0.0,PRE_SEED,0.0,SERIES_A,,1.5134761575673807,0.7909090909090909,3.9643835616438357,business_development,0.6829081047004717,Engineering,1.7014688682336978,PRIVATE,Horizontal Software,Europe,7,0,3,0,0,0,0,1,3,14,7
urn:harmonic:company:9076,5,3,"Transcend offers a privacy and data governance platform that utilizes AI and machine learning for data classification, enabling functionalities such as consent management, data visibility mapping, request automation, and risk assessments. The platform aims to enhance regulatory compliance and customer relationships through robust data security and integration with various databases and SaaS applications.",1.0,0.09009009009009007,0.85,3,0,0,3,0,3,North America,115,0.9882352948188782,0.9882352948188782,1.2000000476837158,1.2727272510528564,0.9166666666666666,0.45454545454545453,84.0,17,18,0.1914894285939923,1.104013728530345,0.11109033730979209,0.9850746268656716,1.3529411764705883,1.369047619047619,7134,1.0330231189727783,1.1053645610809326,1.3326878547668457,1.6300331354141235,0.0,7134.0,0,1.0,1215.575402360351,165.0804953560372,,813.0,814.0,7,0.9987714987714987,7.376876076876632,1.0216718266253764,10.543328748280606,2.88659793814433,11.9,15.299999999999999,35,29.1,ACCELERATOR_INCUBATOR,100000.0,SERIES_B,3.871321013004791,29.0,0.85,7.967123287671233,business_development,0.45056120886630463,Engineering,1.3174600255448132,PRIVATE,Other,North America,18,0,4,0,0,0,0,0,19,26,19
urn:harmonic:company:3275494,0,1,Exa provides a web API that facilitates the efficient retrieval and management of web content through semantic search and content scraping technologies. It employs embeddings and representation learning to generate datasets that are useful for training AI applications.,1.0,0.09009009009009007,0.85,2,0,0,0,0,3,North America,39,2.142857074737549,2.5,3.0,3.0,0.4166666666666667,0.7272727272727273,15.0,17,18,1.1870279011584204,1.5569444444444445,1.5782047455432453,0.8,6.5,2.6,13690,1.2231913805007935,10.444687843322754,109.60919189453125,156.32786560058594,0.0,13690.0,0,1.0,3975.7382767969316,474.6057791537667,,12378.0,12378.0,0,1.0,,,4.125847776940467,15.0,8.5,8.5,21,0.125,PRE_SEED,125000.0,SERIES_A,3.6358658453114305,12.0,0.85,3.6356164383561644,business_development,0.45056120886630463,Engineering,1.4978961026092774,PRIVATE,Data,North America,4,2,3,0,0,0,0,0,3,16,4
urn:harmonic:company:3613480,2,4,"Rogo offers a generative AI platform tailored for financial institutions, leveraging advanced large language models to improve research efficiency and automate the creation of financial documents. The platform integrates diverse datasets while ensuring data security through industry-standard encryption practices.",1.0,0.05,0.9523809523809523,2,0,2,1,0,3,North America,40,1.1666666269302368,1.1666666269302368,1.2727272510528564,0.875,0.4166666666666667,0.6363636363636364,21.0,17,18,0.40219026835634797,1.131222195560431,0.7129064309125567,0.6111111111111112,3.3333333333333335,1.9047619047619047,4338,1.1062874794006348,1.5300207138061523,1.8024389743804932,2.2462005615234375,21.0,4338.0,0,1.0,948.8389344506326,92.35603715170275,5.33547551451497,731.0,731.0,0,1.0,181.66636085601172,-7.403508771929839,3.531444367657222,2.8,2.8571428571428568,-1.9047619047619047,36,5.0,EARLY_STAGE_VC,1500000.0,SERIES_A,2.299794661190965,3.0,0.9523809523809523,3.9643835616438357,business_development,0.6837389058487535,Engineering,1.3082839973205975,PRIVATE,Data,North America,11,0,6,1,0,0,0,1,7,24,10
urn:harmonic:company:3309146,6,0,"The main product is a platform for Application Security Posture Management that automates security processes across the software supply chain, utilizing technologies such as auto-discovery, vulnerability management consolidation, and risk prioritization. It also incorporates continuous compliance monitoring to address security challenges in agile development environments.",1.0,0.1645338208409506,0.7927536231884059,3,0,1,5,1,5,North America,98,1.0,1.0597014427185059,1.2909090518951416,2.4482758045196533,1.0,0.45454545454545453,71.0,14,15,0.41977513968690083,1.3811403745606086,0.24737733825031583,1.126984126984127,1.8235294117647058,1.380281690140845,10792,1.0957398414611816,1.291576623916626,113.9047622680664,,69.0,10792.0,0,1.0,3203.4168234003587,,5.058827165682777,143.0,143.0,0,1.0,33.22731625416873,,17.909467864547338,2.3666666666666667,12.684057971014495,33.29565217391305,50,30.0,SERIES_A,30000000.0,SERIES_B,2.855578370978782,54.0,0.7927536231884059,3.9643835616438357,sales,0.6853142072764582,Engineering,1.7339002072353455,PRIVATE,Cybersecurity,Europe,6,0,24,0,0,0,0,1,45,18,5
urn:harmonic:company:12399189,1,2,"Unify provides an AI-driven email platform that automates outreach for sales teams, enhancing workflow efficiency through the integration of technologies such as OpenAI, Clearbit, and 6sense. The platform utilizes intent data to identify leads and enable personalized engagement.",1.0,0.0,1.0,1,0,0,0,0,1,North America,34,1.0,1.1428571939468384,1.3333333730697632,,1.0,0.5,11.0,9,10,1.0097783919212897,1.980952380952381,1.4357781185630736,1.1428571428571428,4.857142857142857,3.090909090909091,5410,1.5478723049163818,1.7117646932601929,2.694444417953491,,11.0,5410.0,0,1.0,1673.9686211050805,,6.200140306461968,830.0,830.0,0,1.0,239.42312614560305,,4.07252440725244,8.0,2.0,,27,0.4218499999999999,SEED,,SERIES_A,1.8179329226557153,6.0,1.0,1.9643835616438357,business_development,0.5623351446188083,Engineering,1.8313500005501564,PRIVATE,Other,North America,17,0,0,0,0,0,0,0,0,28,18
urn:harmonic:company:3240354,12,0,"Regie.ai provides a generative AI platform designed to automate prospecting and personalized outreach for sales teams, employing technologies such as audience discovery, content generation, and engagement prioritization. The platform utilizes data-driven insights to enhance sales processes and increase lead conversion rates.",1.0,0.31523642732049034,0.8784615384615385,3,0,3,1,0,1,North America,69,1.1132075786590576,1.1132075786590576,1.0727273225784302,1.0727273225784302,0.25,0.45454545454545453,65.0,17,18,0.15031861276281455,1.0432739121285628,0.11521311806214087,0.9464285714285714,1.3018867924528301,1.0615384615384615,13123,1.055413842201233,1.0919355154037476,1.3199219703674316,2.308431386947632,65.0,13123.0,0,1.0,2796.950870716648,477.74097007223975,5.312675334295984,285.0,285.0,0,1.0,32.91824890712006,,11.878102592388307,2.8365384615384612,3.513846153846154,3.513846153846154,51,20.8,SERIES_A,6000000.0,SERIES_A,1.8590006844626967,33.0,0.8784615384615385,4.967123287671233,business_development,1.2893422492320048,Advisor,1.7203531245272512,PRIVATE,Horizontal Software,North America,5,0,22,2,0,0,0,1,44,25,5
