entity_urn,United States Sales,United States Engineering,description,country_multiplier,sales_ratio,adj_hc_ratio,investor_1,investor_2,Prior VC Backed Founder_count,Deep Technical Background_count,Prior Exit_count,Elite Industry Experience_count,company_region,headcount_0m,headcount_growth_1m,headcount_growth_3m,headcount_growth_6m,headcount_growth_12m,headcount_monotonicity,headcount_concavity,max_headcount,earliest_valid_month,num_valid_months,headcount_volatility_score,trailing_growth_avg,trailing_growth_std,trailing_growth_min,trailing_growth_max,current_max_ratio,linkedin_follower_count_0m,linkedin_follower_growth_1m,linkedin_follower_growth_3m,linkedin_follower_growth_6m,linkedin_follower_growth_12m,linkedin_employees,linkedin_follower_count_max,linkedin_follower_peak_month,linkedin_current_peak_count_ratio,linkedin_follower_count_volatility,linkedin_follower_trend,followers_per_linkedin_employee,twitter_follower_count_0m,twitter_follower_count_max,twitter_follower_peak_month,twitter_current_peak_ratio,twitter_follower_count_volatility,twitter_follower_trend,emps/year,emps/funds_m,adj_emp_delta_6m,adj_emp_delta_12m,emp_highlight_count,funding_total,last_funding_type,last_funding_total,funding_stage,years_since_funding,hc_adds_since_funding,adj_hc_ratio,years_since_founding,dominant_function,business_function_entropy,dominant_emp_role,emp_role_entropy,ownership_status,gpt_sector,top_region,num_investors,employee_highlight_YC Backed Founder,employee_highlight_Prior VC Backed Executive,employee_highlight_Founder Turned Operator,employee_highlight_Current Student,employee_highlight_HBCU Alum,employee_highlight_Jack of All Trades,employee_highlight_money_club_count,employee_highlight_seasoned_count,employee_highlight_top_institution_experience_count,num_unique_vc_backers
urn:harmonic:company:4296472,1,0,"Cinchy provides a data collaboration platform that utilizes data mesh principles to create a network of federated data products, eliminating the need for traditional integration methods like APIs and ETLs. This approach enhances operational efficiency and promotes collaboration by dismantling data silos across various sectors.",0.8,0.13487475915221578,0.8109375000000001,0,0,2,1,0,3,North America,68.0,0.9411764740943909,0.8421052694320679,0.9014084339141846,0.8205128312110901,0.25,0.36363636363636365,64.0,17,18,0.043520588740052574,0.9827341302746998,0.060156802218219584,0.9066666666666666,1.0869565217391304,1.0625,5673.0,1.0,1.0031830072402954,1.032768964767456,1.1735622882843018,64.0,5673.0,0,1.0,390.4800673613648,71.41692466460286,4.495808621242199,492.0,492.0,0,1.0,8.74642784226795,1.421052631578944,9.040247678018575,2.649530167923082,-5.676562500000001,-11.353125000000002,28,24.155226,SERIES_B,14500000.0,SERIES_B,2.217659137577002,-12.0,0.8109375000000001,7.079452054794521,business_development,1.1867775501559192,Sales,1.8355075619138932,PRIVATE,Data,North America,12,0,12,0,0,0,0,2,39,18,12
urn:harmonic:company:4514134,5,1,Final Offer is a real estate negotiation platform that enables sellers to set a Final Offer Price while providing buyers with real-time data to inform their offers. This technology enhances communication and streamlines the negotiation process among all parties involved in real estate transactions.,1.0,0.24830699774266368,0.9425531914893617,0,0,1,1,0,0,North America,46.0,0.95652174949646,0.8979591727256775,0.9166666865348816,1.419354796409607,0.8333333333333334,0.2727272727272727,47.0,17,18,0.32824997499516656,1.2176387220197085,0.17493191656838078,0.9387755102040817,1.55,0.9787234042553191,3303.0,1.0,1.042284607887268,1.2797365188598633,3.3431174755096436,47.0,3303.0,0,1.0,1013.3035663842592,187.34158926728597,4.266568023109054,,,,,,,10.977443609022556,2.8617845229749914,-3.7702127659574467,12.253191489361702,21,15.375022,SERIES_UNKNOWN,1850025.0,SERIES_A,0.07939767282683094,0.0,0.9425531914893617,4.008219178082192,business_development,1.324263607024432,Sales,1.4660636507530747,PRIVATE,Vertical Software,North America,1,0,8,0,0,0,1,1,16,11,1
urn:harmonic:company:6601897,0,0,"Fimple offers a cloud-native composable core banking platform designed to enhance financial operations for banks and financial institutions, utilizing SaaS architecture and APIs. This technology facilitates the creation of new financial products while streamlining traditional banking processes and lowering operational costs.",0.6,0.30303030303030304,1.0,0,0,1,3,0,0,Europe,82.0,1.0,1.0789474248886108,1.1714285612106323,1.389830470085144,1.0,0.5454545454545454,82.0,17,18,0.1469253909203816,1.0950132378380866,0.05279115592647996,1.0147058823529411,1.1666666666666667,1.0,8193.0,1.0,1.1015057563781738,1.196932077407837,1.6588377952575684,3.0,8193.0,0,1.0,1441.6575937604111,267.8627450980394,7.912789220690681,95.0,95.0,0,1.0,0.0,2.0181448760943295e-15,31.571729957805907,4.823529411764706,12.0,23.0,5,17.0,SERIES_UNKNOWN,10000000.0,SEED,0.5037645448323066,12.0,1.0,2.5972602739726027,business_development,1.18030455699462,Engineering,1.449186447242054,PRIVATE,FinTech,Asia,3,0,0,0,0,0,0,1,9,1,3
urn:harmonic:company:6630318,0,0,"Ounce provides care coordination and support services tailored for residents of affordable housing, facilitating access to essential healthcare and social services. The service utilizes technologies for benefit enrollment assistance and community health outreach to improve residents' awareness of available resources.",1.0,0.06622516556291391,1.0,1,0,0,1,0,3,North America,16.0,1.0,1.2307692766189575,1.0,1.3333333730697632,0.5833333333333334,0.5454545454545454,16.0,17,18,0.1601998914302818,1.0940292346542346,0.22935585670681094,0.75,1.4545454545454546,1.0,979.0,1.0,1.0817679166793823,1.1997549533843994,1.6128500699996948,15.0,979.0,0,1.0,259.84271260537145,46.784313725490236,4.193687005554364,,,,,,,5.304268846503179,3.0769230769230766,0.0,4.0,10,5.2,SEED,5200000.0,SEED,1.2813141683778233,5.0,1.0,3.0164383561643837,business_development,1.4944032113796122,Marketing,1.2130075659799042,PRIVATE,Healthcare Services,North America,7,0,0,0,0,0,0,0,1,6,8
urn:harmonic:company:6792424,0,0,"The main product is an AI-driven molecular search engine that utilizes a deep neural network to create activity-expressing fingerprints, enabling the identification of compounds with similar biological activities. It is capable of efficiently processing large chemical libraries through advanced similarity search algorithms, thereby enhancing the drug discovery process.",1.0,0.6864988558352403,0.6621212121212121,1,0,4,3,0,0,North America,180.0,0.1666666716337204,0.17241379618644714,0.16304348409175873,0.2142857164144516,0.75,0.5454545454545454,66.0,17,18,0.12387896373870132,1.0666563076100266,0.08837409382102482,0.9456521739130435,1.230263157894737,2.727272727272727,2017.0,1.0,1.0867457389831543,1.3428761959075928,1.761572003364563,66.0,2017.0,0,1.0,339.230294653142,61.26418988648098,3.4519096992345464,503.0,2031.0,17,0.24766125061546038,702.7623855815245,-109.94117647058825,6.182947487295314,2.727272727272727,-101.96666666666667,-72.83333333333333,17,11.0,SEED,11000000.0,SEED,2.4914442162902124,-100.0,0.6621212121212121,4.852054794520548,health,1.2424106677629565,Operations,1.3661588475692017,PRIVATE,Other,North America,14,0,2,0,0,0,0,1,4,7,15
urn:harmonic:company:10001899,4,0,"REBA provides a data analytics and insights platform specifically designed for the multifamily industry, utilizing predictive analytics and historical data to enhance decision-making. The platform supports data integration and standardization, offering functionalities for budgeting, pricing, and revenue management.",1.0,0.10204081632653061,1.0,0,0,0,0,0,0,North America,53.0,0.9622641801834106,1.1333333253860474,1.3421052694320679,1.9615384340286255,0.9166666666666666,0.5454545454545454,51.0,17,18,0.27670941666480975,1.1783880543430627,0.0916162839989998,1.0,1.3076923076923077,1.0392156862745099,3769.0,1.0,1.0640881061553955,1.2402106523513794,1.5290061235427856,49.0,3769.0,0,1.0,515.9629489661854,93.40350877192989,4.355661706175066,17.0,17.0,0,1.0,1.3826657968874305,0.20123839009287928,8.484503190519598,2.901852354776372,13.0,25.0,5,17.574981,SERIES_B,10024981.0,SERIES_B,0.4544832306639288,12.0,1.0,6.010958904109589,business_development,1.270578803945375,Customer Success,1.5862329823343582,PRIVATE,Vertical Software,North America,1,0,3,0,0,0,4,0,23,2,1
urn:harmonic:company:10272057,0,1,"Passage Health provides a clinical and practice management platform tailored for autism care, featuring a mobile application that enables real-time data syncing, automated graphing, and customizable programming. The platform also incorporates advanced electronic medical record (EMR) systems to effectively tackle various technological challenges within the sector.",1.0,0.26666666666666666,1.0,0,0,0,0,0,1,North America,15.0,1.0,1.1538461446762085,1.5,1.5,0.5833333333333334,0.7272727272727273,15.0,17,18,0.2869720215917757,1.1350427350427352,0.1270676031156659,1.0,1.3,1.0,751.0,1.0,1.1259369850158691,1.329203486442566,2.0297298431396484,15.0,751.0,0,1.0,163.86237849173102,29.315789473684212,3.9331319686383814,,,,,,,4.97275204359673,6.741573033707865,5.0,5.0,2,2.225,SEED,2225000.0,SEED,1.4784394250513346,9.0,1.0,3.0164383561643837,sales,1.2130075659799042,Engineering,0.9556998911125343,PRIVATE,Healthcare Software,North America,3,0,1,0,0,0,0,0,1,0,3
urn:harmonic:company:10842627,1,0,"Oddr offers a platform that automates and streamlines the legal billing lifecycle for law firms, featuring rules-based validation, integrated electronic payment options, and automated data integration with practice management systems. The platform utilizes intelligent operational analytics to enhance financial management, improving efficiency and visibility throughout the invoicing process.",1.0,0.2631578947368421,0.44705882352941173,0,0,0,2,0,0,North America,16.0,1.0,0.9411764740943909,1.0,1.1428571939468384,0.75,0.6363636363636364,17.0,17,18,0.14556072107497836,1.073295536163183,0.061841064416535585,0.9411764705882353,1.1666666666666667,0.9411764705882353,2650.0,1.0,1.082958698272705,1.7561298608779907,3.9849624633789062,17.0,2650.0,0,1.0,764.9619175449963,138.2321981424149,5.0554961801257985,,,,,,,5.313921747042766,8.0,0.0,0.8941176470588235,4,2.0,SEED,2000000.0,SEED,2.2669404517453797,6.0,0.44705882352941173,3.010958904109589,business_development,0.6365141682948128,Engineering,1.4184836619456567,PRIVATE,Vertical Software,North America,3,0,0,0,0,0,1,0,7,3,3
urn:harmonic:company:10872263,0,2,"Fabric Cryptography develops advanced cryptographic hardware centered around its Verifiable Processing Unit (VPU), which is engineered to execute complex cryptographic functions like zero-knowledge proofs and fully homomorphic encryption. The VPU integrates features from both GPUs and ASICs, utilizing a custom instruction set and optimized primitives to enhance performance and flexibility for diverse cryptographic applications.",1.0,0.04716981132075472,0.8833333333333333,0,0,4,8,0,0,North America,46.0,0.95652174949646,0.9777777791023254,1.1891891956329346,1.7599999904632568,0.8333333333333334,0.5454545454545454,48.0,17,18,0.2944491133971168,1.1596235135093278,0.13885430681563574,0.9259259259259259,1.3870967741935485,0.9583333333333334,1974.0,1.0,1.0584450960159302,1.5314197540283203,2.607661724090576,48.0,1974.0,0,1.0,527.7906008074164,97.13003095975237,3.740641388672526,3132.0,3132.0,0,1.0,593.3593346362725,,10.954979536152798,0.8461538461538461,6.183333333333334,16.78333333333333,39,52.0,SERIES_A,33000000.0,SERIES_A,0.4079397672826831,0.0,0.8833333333333333,4.016438356164383,business_development,0.9502705392332347,Engineering,1.2035750992500946,PRIVATE,Other,North America,22,0,3,0,0,0,0,4,10,29,21
urn:harmonic:company:11161110,0,0,"Gravel AI provides a chemical demand intelligence platform that analyzes ingredient data to deliver insights for manufacturers in the personal care industry. The platform utilizes advanced technologies to track market trends, ingredient suppliers, and contract manufacturers, enabling data-driven decision-making.",0.6,0.09009009009009007,0.85,0,0,0,1,0,1,Europe,15.0,0.9333333373069763,0.875,0.9333333373069763,1.0,0.3333333333333333,0.45454545454545453,14.0,17,18,0.1040553213224211,1.0280520541549951,0.10969373378893466,0.8823529411764706,1.2142857142857142,1.0714285714285714,1496.0,1.0,1.1299093961715698,1.336907982826233,1.9228792190551758,0.0,1496.0,0,1.0,319.08617476804693,59.30650154798764,,,,,,,,5.554347826086957,7.734806629834254,-0.85,0.0,14,1.81,SEED,1690000.0,SEED,1.6700889801505818,3.0,0.85,2.5205479452054793,business_development,0.45056120886630463,Advisor,0.34883209584303193,PRIVATE,Data,North America,3,0,4,0,0,0,1,0,6,9,3
urn:harmonic:company:11361315,0,1,"Plutus provides a social gaming platform that combines prediction markets and casual gaming to enhance user engagement, utilizing generative AI technology for interactive experiences. The platform also features premium subscription options and analytics tools for tracking audience growth and refining marketing strategies.",1.0,0.0,0.2727272727272727,0,0,0,0,0,0,North America,12.0,1.0,1.0,0.8571428656578064,1.0,0.25,0.7272727272727273,12.0,17,18,0.11418583732154597,0.9777347652347652,0.1405574650571754,0.8,1.2727272727272727,1.0,3950.0,1.0,1.0305243730545044,1.2787309885025024,1.5699522495269775,11.0,3952.0,1,0.9994939271255061,584.6268795011858,103.77708978328177,5.886356524823546,1023.0,1062.0,15,0.963276836158192,320.81333016328597,30.221878224974205,5.951086956521738,12.0,-0.5454545454545454,0.0,1,0.279,SEED,279000.0,SEED,1.8042436687200547,3.0,0.2727272727272727,2.0164383561643837,business_development,0.0,Operations,0.9002560512685369,PRIVATE,Other,North America,1,0,0,0,1,0,0,0,0,1,1
urn:harmonic:company:12513533,0,0,"The product offers AI-driven automated testing solutions that enable the creation, execution, and maintenance of unit and end-to-end tests, utilizing intelligent test selection and parallel execution techniques. It incorporates machine learning algorithms to automate unit tests and generate changelogs, ensuring compatibility with existing development tools.",1.0,0.09009009009009007,0.85,1,0,0,0,0,2,North America,13.0,0.7692307829856873,0.7692307829856873,0.9090909361839294,3.3333332538604736,0.75,0.5454545454545454,10.0,17,18,0.5100103064595568,1.5051106301106298,0.743934785402688,0.75,3.0,1.3,518.0,1.0,1.0,1.0974576473236084,1.863309383392334,0.0,518.0,0,1.0,157.56936432937528,28.136222910216716,,,,,,,,5.547112462006079,10.0,-0.85,5.95,26,1.0,PRE_SEED,1000000.0,PRE_SEED,1.2101300479123889,6.0,0.85,1.8027397260273972,business_development,0.45056120886630463,Advisor,0.8486855577264172,OTHER,Other,North America,2,0,7,0,0,0,1,0,20,18,2
urn:harmonic:company:12591384,1,0,"Billboxx offers a B2B SaaS platform designed for the creation, distribution, and management of invoices, while automating payment reconciliation to improve cash flow management for businesses. The platform integrates with accounting software to reduce manual data entry and provides insights into financial operations.",1.0,0.0,0.1,0,0,3,0,0,0,North America,10.0,1.0,1.1111111640930176,1.1111111640930176,1.4285714626312256,0.6666666666666666,0.6363636363636364,10.0,15,16,0.1952787806996884,1.1284271284271286,0.19833242267158088,0.8181818181818182,1.5,1.0,1661.0,1.0,1.1889764070510864,1.3193010091781616,2.0998735427856445,0.0,1661.0,0,1.0,335.24995650012147,67.82868937048505,,35.0,35.0,0,1.0,0.7745966692414833,0.17337461300309623,5.305232558139535,5.555555555555555,0.1,0.30000000000000004,4,1.8,PRE_SEED,1600000.0,PRE_SEED,0.02190280629705681,0.0,0.1,1.884931506849315,business_development,0.5623351446188083,Sales,1.0549201679861442,PRIVATE,Other,Africa,7,0,1,0,0,0,0,0,1,0,7
urn:harmonic:company:12783679,0,0,"Jimini provides an AI-driven legal analysis tool that enhances contract review, document synthesis, and legal research through advanced artificial intelligence and machine learning technologies. The solution prioritizes data security and regulatory compliance while delivering sourced legal information to improve efficiency and accuracy.",0.0,0.07692307692307693,0.6190476190476191,0,0,3,0,0,0,Europe,21.0,1.0,1.0499999523162842,1.2352941036224365,3.0,0.9166666666666666,0.7272727272727273,21.0,17,18,0.5148616472769357,1.395313510019392,0.41015917149335746,1.0,2.142857142857143,1.0,2393.0,1.0,1.1282414197921753,1.2574881315231323,4.63759708404541,21.0,2393.0,0,1.0,790.9809248834082,142.98452012383902,4.744517963934054,,,,,,,10.442779291553133,10.333765875247828,2.4761904761904763,8.666666666666668,5,2.032173,SEED,2032173.0,SEED,1.1718001368925393,14.0,0.6190476190476191,2.010958904109589,business_development,0.6001660731596457,Advisor,1.1490596969706202,PRIVATE,Other,Europe,9,0,0,0,0,0,0,3,5,2,10
urn:harmonic:company:12789187,0,0,"Apple TV+ is a streaming service offering a range of original series, films, and documentaries accessible across various devices. It employs technologies like AirPlay for streaming content to smart TVs and web platforms.",0.0,0.09009009009009007,0.85,0,0,1,0,0,0,Europe,29.0,0.5517241358757019,0.5517241358757019,0.5517241358757019,1.7777777910232544,0.6666666666666666,0.5454545454545454,16.0,17,18,0.6448125370902212,1.5148463804713803,0.3890523007740229,1.0,2.0,1.8125,2450.0,1.0,1.0,1.0,2.237442970275879,0.0,2450.0,0,1.0,859.2070386665356,150.4633642930858,,,,,,,,7.643979057591624,2.782608695652174,-11.049999999999999,5.95,3,5.75,SEED,4550000.0,SEED,1.7111567419575633,8.0,0.85,2.0931506849315067,business_development,0.45056120886630463,Operations,1.0397207708399179,OTHER,Other,Europe,4,0,0,0,0,0,0,0,1,2,4
urn:harmonic:company:12839568,2,0,"Cork provides a cyber warranty platform tailored for managed service providers (MSPs), offering real-time risk assessments and protection against cyber threats such as ransomware and phishing. The platform utilizes agentless APIs for seamless integration with existing security systems, facilitating efficient claims processing and financial coverage for small businesses.",1.0,0.15151515151515152,0.8516129032258064,0,0,0,3,0,1,North America,32.0,0.9375,1.0714285373687744,1.3636363744735718,2.142857074737549,0.9166666666666666,0.45454545454545453,31.0,17,18,0.2985000964651478,1.2021789050321658,0.20643150655084141,0.875,1.5714285714285714,1.032258064516129,3754.0,1.0,1.0393134355545044,2.120903968811035,4.416470527648926,31.0,3754.0,0,1.0,1257.3713008635493,218.46233230134163,4.804813961386403,18.0,18.0,0,1.0,0.0,,9.94550408719346,5.0,6.812903225806451,13.625806451612902,30,6.0,SEED,6000000.0,SEED,1.6700889801505818,18.0,0.8516129032258064,3.0164383561643837,business_development,1.6176667999633685,Advisor,1.5247073930301434,PRIVATE,Cybersecurity,North America,3,0,11,0,0,0,0,0,28,17,3
urn:harmonic:company:21181595,0,1,"Graphyte's primary offering is a carbon removal technology known as Carbon Casting, which converts biomass into dense carbon blocks that are stored underground to inhibit decomposition. This process leverages photosynthesis for carbon capture, maintains low production costs under $100 per ton, and is designed for minimal energy use, facilitating scalable carbon removal solutions.",1.0,0.11764705882352941,1.0,0,0,2,1,0,3,North America,19.0,0.7894737124443054,0.8823529481887817,1.0,1.6666666269302368,0.9166666666666666,0.36363636363636365,17.0,16,17,0.43369222034182225,1.328353243978244,0.23629820410924415,1.1111111111111112,1.8,1.1176470588235294,4193.0,1.0,1.0572365522384644,1.5325292348861694,3.7571685314178467,17.0,4193.0,0,1.0,1456.308121788873,275.1609907120744,5.512004582620211,362.0,605.0,2,0.5983471074380166,102.05978639993326,,7.448979591836735,0.3971485160175027,0.0,6.0,32,37.769246,SERIES_UNKNOWN,37769246.0,SERIES_A,0.4654346338124572,-1.0,1.0,2.0136986301369864,business_development,1.2868726303980162,Advisor,1.308605387253449,PRIVATE,Other,North America,5,0,10,0,0,2,0,2,18,14,6
urn:harmonic:company:30694531,0,1,"SoundMind offers a music therapy platform tailored for students and gen-z, utilizing personalized soundscapes and binaural beats to support emotional regulation and resilience in educational environments. The platform leverages music therapy to help students manage emotions and build mental well-being, incorporating binaural beats and personalized soundscapes.",1.0,0.08379888268156424,0.9675675675675677,0,0,1,1,0,0,North America,43.0,0.8837209343910217,0.8444444537162781,1.0270270109176636,0.8444444537162781,0.25,0.45454545454545453,38.0,15,16,0.06367932777217473,0.9865837124394017,0.10417717828917046,0.8222222222222222,1.2162162162162162,1.131578947368421,1438.0,1.0,1.0013927221298218,1.0126760005950928,1.0877457857131958,37.0,1438.0,0,1.0,58.512534269732896,11.694530443756445,3.685495356129696,292.0,292.0,0,1.0,0.0,,9.179351422898742,12.459016393442624,0.9675675675675677,-6.7729729729729735,14,3.05,SEED,2250000.0,SEED,1.8015058179329226,-9.0,0.9675675675675677,4.13972602739726,business_development,1.469705609329481,Advisor,1.4142790651247084,PRIVATE,Healthcare Software,North America,4,0,1,0,0,0,0,0,6,10,4
urn:harmonic:company:34567023,4,0,"Relive provides a real estate mediation platform that streamlines property transactions in Portugal and the United States, leveraging a mobile application for improved operational efficiency. The platform utilizes digital marketing strategies, including targeted advertising on real estate portals and social media, to enhance property visibility and attract qualified buyers.",1.0,0.08695652173913043,0.9452054794520548,1,0,1,0,0,0,North America,88.0,1.0113636255264282,1.0722891092300415,1.4126983880996704,2.170731782913208,0.9166666666666666,0.45454545454545453,89.0,14,15,0.32675830139445555,1.2212992778599083,0.15455526571823705,0.9761904761904762,1.4642857142857142,0.9887640449438202,3549.0,1.0,1.064487099647522,1.2104365825653076,0.2712680697441101,73.0,13392,9,0.2650089605734767,5087.3156501056155,-820.4117647058824,3.9043221972949675,,,,,,,22.15893587994543,66.72694584021221,24.575342465753426,45.369863013698634,2,1.333794,ACCELERATOR_INCUBATOR,20000.0,SEED,2.9075975359342916,50.0,0.9452054794520548,4.016438356164383,business_development,1.1097173342292843,Sales,1.3967883524237057,PRIVATE,Vertical Software,Europe,10,0,0,0,0,1,0,1,2,0,10
urn:harmonic:company:36454526,0,0,"Bariendo provides non-surgical weight loss solutions through procedures such as ESG Stomach Tightening and Gastric Balloon, employing minimally invasive endoscopic techniques to facilitate significant weight loss. The service also includes patient follow-up tools and weight tracking to support ongoing health management.",1.0,0.08771929824561403,1.0,1,0,0,2,0,1,North America,16.0,0.9375,1.0,0.8823529481887817,1.5,0.8333333333333334,0.5454545454545454,15.0,14,15,0.21892242287155153,1.1745901565754508,0.19230350146543435,0.8823529411764706,1.625,1.0666666666666667,529.0,1.0,1.0475248098373413,1.111344575881958,4.038167953491211,11.0,529.0,0,1.0,168.7244019385572,30.890608875129004,3.8936738667599498,,,,,,,7.76595744680851,1.973684210526316,-2.0,5.0,9,7.6,SEED,3800000.0,SEED,0.34496919917864477,0.0,1.0,1.9315068493150684,health,1.3624474851916286,Operations,0.9502705392332347,PRIVATE,Healthcare Services,North America,3,0,1,0,0,0,1,0,2,5,3
urn:harmonic:company:37045356,0,0,"Fractile specializes in high-speed chips that integrate computation with memory, enabling efficient execution of large language models. Their main product utilizes an innovative approach to eliminate bottlenecks and optimize the performance of large language models, resulting in 100x faster processing at 1/10th the cost of existing systems, leveraging high-speed chips that integrate computation with memory.",0.6,0.0,0.6142857142857142,0,0,0,0,0,2,Europe,28.0,0.9285714030265808,1.0833333730697632,2.1666667461395264,2.5999999046325684,0.8333333333333334,0.6363636363636364,28.0,14,15,0.448774308962724,1.335586294796821,0.29501031185317705,1.0,2.0,1.0,3029.0,1.0,1.1193643808364868,2.8388004302978516,9.555205345153809,28.0,3029.0,0,1.0,1068.1950731424079,172.85345717234264,4.692984811715631,,,,,,,9.989473684210525,1.2103719566128206,8.6,9.828571428571427,13,21.481,GRANT,6481000.0,SEED,0.2245037645448323,-1.0,0.6142857142857142,2.6027397260273974,business_development,0.6365141682948128,Advisor,1.240684291953396,PRIVATE,Other,North America,9,0,1,0,0,0,0,0,5,11,8
urn:harmonic:company:37074995,0,0,"HackQuest provides a Web3 developer education platform that includes coding courses and project development opportunities, utilizing technologies such as Solana and Mantle. The platform features an embedded browser IDE that allows users to write, edit, test, and deploy code without requiring additional software installations.",1.0,0.0,0.44,0,0,0,0,0,0,North America,22.0,1.1363636255264282,1.6666666269302368,2.0833332538604736,2.6503586769104004,1.0,0.7142857142857143,25.0,11,11,0.37626208721143456,1.4488195278111244,0.22992464261413356,1.25,1.7142857142857142,0.88,1401.0,1.0,1.5294759273529053,4.781569957733154,,15.0,1401.0,0,1.0,478.5557090524223,,4.547541073151455,15613.0,15613.0,0,1.0,672.1049769195286,,16.530797101449274,22.727272727272727,5.72,6.849618357005545,4,1.1,STRATEGIC,,PRE_SEED,0.1943874058863792,6.0,0.44,1.5123287671232877,business_development,0.8018185525433373,Operations,0.9556998911125343,PRIVATE,Other,North America,10,0,0,0,0,0,0,0,2,4,9
urn:harmonic:company:44336418,0,0,"The main product is a returns reduction software designed for fashion brands, utilizing data analytics, machine learning, and personalized recommendation algorithms to minimize product returns and reduce environmental impact. This technology aims to enhance the online shopping experience by guiding consumers towards more informed purchasing decisions.",0.5,0.15151515151515152,0.6,0,0,1,2,0,0,Europe,12.0,0.9166666865348816,1.100000023841858,1.2222222089767456,1.8333333730697632,0.9,0.5555555555555556,11.0,11,12,0.1998101354640474,1.1919753086419755,0.14779399219502717,1.0,1.5,1.0909090909090908,1705.0,1.0134897232055664,1.396928071975708,1.6520076990127563,6.0,11.0,1705.0,0,1.0,403.28165208584795,80.33230134158931,5.049856007249537,,,,,,,5.455163043478261,3.6775018128412347,1.2,3.0,5,2.991161,PRE_SEED,2991161.0,PRE_SEED,0.8624229979466119,3.0,0.6,2.0164383561643837,business_development,0.410116318288409,Operations,0.9502705392332347,PRIVATE,Other,Europe,4,0,2,0,0,0,0,0,4,0,4
urn:harmonic:company:48128337,0,0,"MyShell offers a decentralized platform for creating AI-native applications, utilizing advanced generative AI technologies that enable users to develop applications without coding. The platform features capabilities for image transformation and voice interaction, promoting user engagement and creativity.",1.0,0.2631578947368421,0.9500000000000001,0,0,0,1,0,0,North America,15.0,1.0,0.8823529481887817,1.0,1.283318281173706,0.4444444444444444,0.375,15.0,11,12,0.16130818784604975,1.119171626984127,0.2893063390131814,0.8333333333333334,1.7777777777777777,1.0,1705.0,1.0,1.167808175086975,1.4813206195831299,,4.0,1705.0,0,1.0,451.5057233101461,,6.0573693219957,184383.0,184383.0,0,1.0,3743.054260894437,,7.438858695652173,0.8928571428571428,0.0,3.145973657472457,12,16.8,SERIES_UNKNOWN,,SEED,0.4188911704312115,-1.0,0.9500000000000001,2.0164383561643837,sales,1.0986122886681096,Marketing,0.6730116670092565,PRIVATE,Other,North America,30,0,0,0,0,0,0,0,1,11,29
urn:harmonic:company:49312743,0,0,"The main product is a feed additive that effectively reduces methane emissions from cattle during enteric fermentation, achieving reductions of up to 70%. This solution is characterized by its cost-effectiveness and scalability, being significantly cheaper than existing alternatives like red seaweed.",0.5,0.09009009009009007,0.85,0,0,2,1,0,1,Europe,10.0,1.0,1.1111111640930176,1.25,1.5987892150878906,0.875,0.42857142857142855,10.0,11,11,0.32363495003895365,1.527777777777778,0.6212852568429178,1.0,2.6666666666666665,1.0,1729.0,1.0028918981552124,1.087829351425171,1.2815964221954346,,0.0,1729.0,0,1.0,464.80587345686587,,,,,,,,,4.959239130434782,6.562403204552733,1.7,3.1834767711810414,8,1.523832,GRANT,10000.0,PRE_SEED,0.7419575633127995,4.0,0.85,2.0164383561643837,business_development,0.45056120886630463,Operations,1.198849312913621,PRIVATE,Other,Europe,2,0,3,0,0,0,0,1,4,1,2
urn:harmonic:company:106274,0,1,"The primary offering is a platform designed for secure Bitcoin transactions, featuring zero-fee recurring purchases and full reserve custody of assets. It utilizes technologies such as the Lightning Network for expedited transactions and multisig cold storage to enhance the security of Bitcoin holdings.",1.0,0.05787037037037038,0.9707865168539325,2,1,0,1,0,2,North America,95.0,0.378947377204895,0.3913043439388275,0.38297873735427856,0.4137931168079376,0.6666666666666666,0.36363636363636365,89.0,17,18,0.21480146847963572,1.189954119517787,0.707636246226421,0.3870967741935484,2.6666666666666665,1.0674157303370786,8889.0,1.0,1.0768018960952759,1.1345245838165283,1.7682514190673828,89.0,8889.0,0,1.0,1364.3864382722281,235.2301341589267,4.613896049609738,40875.0,40875.0,0,1.0,5341.694199249959,958.8245614035094,6.125874125874126,0.683111954459203,-56.30561797752809,-49.510112359550554,21,52.7,SERIES_B,35000000.0,SERIES_B,1.6700889801505818,-43.0,0.9707865168539325,5.876712328767123,business_development,1.5344124169804432,Operations,1.7711775338699476,PRIVATE,Other,Asia,23,0,4,0,0,0,0,0,5,14,25
