entity_urn,ownership_status,headcount,twitter_follower_count,linkedin_follower_count,funding_total,funding_stage,gpt_sector,domain,name,city,country,years_since_founding,investors,highlights,is_target,similarity_score
urn:harmonic:company:679909,PRIVATE,93,2724.0,13263,76.0,SERIES_B,Infrastructure,arize.com,Arize AI,Berkeley,United States,5.019178082191781,"['Foundation Capital' 'Battery Ventures' 'The House Fund' 'Swift Ventures'
 'TCV' 'Trinity Ventures' 'Brett Wilson']","['Battery Ventures', 'Brett Wilson', 'Foundation Capital', 'Swift Ventures', 'TCV', 'The House Fund', 'Trinity Ventures']",0,9.735064e-05
urn:harmonic:company:12584507,PRIVATE,23,45392.0,1238,5.749996,SEED,,apogeeent.com,Apogee Entertainment,Dallas,United States,10.016438356164384,['eWTP Capital' 'eWTP Technology & Innovation Fund'],"['eWTP Capital', 'eWTP Technology & Innovation Fund']",0,9.72406e-05
urn:harmonic:company:1657,PRIVATE,16,212.0,1998,17.163346,SERIES_A,Vertical Software,kinside.com,Kinside,San Francisco,United States,6.605479452054794,"['Escondido Ventures' 'Techstars' 'Precursor Ventures' 'Joanna Drake'
 'Alumni Ventures' 'Y Combinator' 'Duro Ventures' 'Wellington Management'
 'January Ventures' 'bossa invest' 'Magnify Ventures' 'Haystack'
 'Able Partners' 'K50 Ventures' 'Maven' 'MetLife Digital Accelerator'
 'Alda Dennis' 'Initialized Capital' 'Ed Roman']","['Able Partners', 'Alda Dennis', 'Alumni Ventures', 'Duro Ventures', 'Ed Roman', 'Escondido Ventures', 'Haystack', 'Initialized Capital', 'January Ventures', 'Joanna Drake', 'K50 Ventures', 'Magnify Ventures', 'Maven', 'MetLife Digital Accelerator', 'Precursor Ventures', 'Techstars', 'Wellington Management', 'Y Combinator']",0,9.7219454e-05
urn:harmonic:company:1778057,OUT_OF_BUSINESS,7,46.0,445,6.099999,,,in.live,IN.LIVE,Palo Alto,United States,5.019178082191781,['RandomShit' 'FinRebel' 'Gideon Yu'],"['FinRebel', 'Gideon Yu', 'RandomShit']",0,9.718378e-05
urn:harmonic:company:553589,PRIVATE,27,1931.0,8360,16.153707,SERIES_A,Life Sciences Software,gencove.com,Gencove,Queens,United States,9.106849315068493,"['Bread and Butter Ventures' 'Third Kind Venture Capital'
 'New York Genome Center' 'Version One Ventures' 'Burst Capital'
 'The National Institutes of Health' 'Refactor' 'Techammer'
 'Alexandria Real Estate Equities, Inc.' 'Spero Ventures' 'SV Angel'
 'Lewis & Clark AgriFood' 'Balaji S.' 'Kresimir Penavic']","['Alexandria Real Estate Equities', 'Balaji S.', 'Bread and Butter Ventures', 'Burst Capital', 'Kresimir Penavic', 'Lewis & Clark AgriFood', 'New York Genome Center', 'Refactor', 'SV Angel', 'Spero Ventures', 'Techammer', 'Third Kind Venture Capital', 'Version One Ventures']",0,9.705643e-05
urn:harmonic:company:795582,PRIVATE,37,15.0,5505,16.66357,SERIES_A,ERROR - No Description,zainartech.com,ZaiNar,Redwood City,United States,9.016438356164384,"['Evolution VC Partners' 'Sand Hill Angels' 'SBNY' 'Alchemist Accelerator'
 'CP Ventures' 'Samsung NEXT’s Q Fund' 'Happiness Ventures'
 'HELLA Ventures' 'George Godula' 'Chris Sang']","['Alchemist Accelerator', 'CP Ventures', 'Chris Sang', 'Evolution VC Partners', 'George Godula', 'HELLA Ventures', 'Happiness Ventures', 'SBNY', 'Samsung NEXT’s Q Fund', 'Sand Hill Angels']",0,9.704182e-05
urn:harmonic:company:736405,PRIVATE,22,156.0,2435,22.899999,SERIES_A,Infrastructure,synccomputing.com,Sync Computing,Cambridge,United States,6.013698630136986,"['National Grid Partners' 'Underscore VC' 'The Engine'
 'Concerto Biosciences' 'Costanoa Ventures' 'Moore Strategic Ventures'
 'Rebecca Li' 'Ron Avnur' 'Satyen Sangani']","['Concerto Biosciences', 'Costanoa Ventures', 'Moore Strategic Ventures', 'National Grid Partners', 'Rebecca Li', 'Ron Avnur', 'Satyen Sangani', 'The Engine', 'Underscore VC']",0,9.696087e-05
urn:harmonic:company:9565213,PUBLIC,65,194.0,8196,500.0,,Vertical Software,cengage.co.in,Cengage India,Noida,India,18.027397260273972,"['Apollo Global Management, Inc.']",,0,9.693989e-05
urn:harmonic:company:12401558,PRIVATE,69,314.0,3878,29.713002,SERIES_A,Services,realmhome.com,Realm,New York,United States,5.098630136986301,"['Atreides Management, LP' 'Synetro Group' 'GGV Capital U.S.'
 'Silicon Badia' 'Alumni Ventures' 'Primary Venture Partners'
 '9Yards Capital' 'Liberty Mutual Strategic Ventures'
 'Liberty Mutual Insurance' 'Lerer Hippeau' 'Notable Capital']","['9Yards Capital', 'Alumni Ventures', 'Atreides Management', 'GGV Capital U.S.', 'Lerer Hippeau', 'Liberty Mutual Insurance', 'Liberty Mutual Strategic Ventures', 'Notable Capital', 'Primary Venture Partners', 'Silicon Badia', 'Synetro Group']",0,9.693203e-05
urn:harmonic:company:656238,PRIVATE,81,329.0,6523,21.673943,SERIES_A,Climate Tech Software,cultivo.land,Cultivo,Berkeley,United States,5.104109589041096,"['Peñaverde' 'MassMutual' 'Grupo Peña Verde' 'Salkantay Ventures'
 'MassMutual Ventures' 'Octopus Investments' 'Octopus Energy Generation']","['Grupo Peña Verde', 'MassMutual', 'MassMutual Ventures', 'Octopus Energy Generation', 'Octopus Investments', 'Peñaverde', 'Salkantay Ventures']",0,9.68655e-05
urn:harmonic:company:768269,PRIVATE,30,179.0,2763,3.996472,SEED,Vertical Software,getapeptalk.com,PepTalk,New York,United States,5.35068493150685,['Tupancy Capital'],['Tupancy Capital'],0,9.6825795e-05
urn:harmonic:company:204603,,1030,472.0,151797,0.0,VENTURE_UNKNOWN,,kinesso.com,KINESSO,New York,United States,16.024657534246575,[],,0,9.6776595e-05
urn:harmonic:company:4514640,PUBLIC,6348,67389.0,492561,954.648472,EXITED,Infrastructure,purestorage.com,Pure Storage,Santa Clara,United States,15.35068493150685,"['Sutter Hill Ventures' 'ESO Fund' 'Morgan Stanley' 'Samsung Ventures'
 'IQT (In-Q-Tel)' 'Samsung Venture Investment' 'Index Ventures' 'Greylock'
 'Redpoint' 'T. Rowe Price' 'Tiger Global Management' 'Goldman Sachs'
 'Wellington Management' 'IVP' 'Innovation Bay' 'Brad Garlinghouse'
 'Diane Greene' 'Mark Leslie' 'Satish Dharmaraj']","['Brad Garlinghouse', 'Diane Greene', 'Greylock', 'Greylock Partners', 'IQT (In-Q-Tel)', 'IVP', 'Index Ventures', 'Innovation Bay', 'Mark Leslie', 'Redpoint', 'Samsung Venture Investment', 'Samsung Venture Investment Corporation', 'Samsung Ventures', 'Satish Dharmaraj', 'Sutter Hill Ventures', 'T. Rowe Price', 'Tiger Global Management', 'Wellington Management', 'Wellington Management Company']",0,9.6621676e-05
urn:harmonic:company:6823623,PRIVATE,128,,2668,24.5,SEED,Other,q.ai,Q.ai,Ramat Gan,Israel,3.0164383561643837,"['Samsung Next' 'Corner Ventures' 'GV (Google Ventures)' 'Exor N.V.'
 'Ex Ventures']","['Corner Ventures', 'Ex Ventures', 'Exor N.V.', 'GV (Google Ventures)', 'Samsung Next']",0,9.641027e-05
urn:harmonic:company:37700240,PRIVATE,11,,1601,10.0,SEED,ERROR,reken.ai,Reken,San Francisco,United States,1.0082191780821919,"['Greycroft' 'Fika Ventures' 'Homebrew' 'FPV Ventures' 'Gokul Rajaram'
 'JAZZ Venture Partners' 'Sequoia Scout' 'Omega Venture Partners'
 'Homebrew' 'Firebolt Ventures' 'Vishal Vasishth' 'Gokul Rajaram'
 'Jon Steinback' 'Vishal Vasishth']","['FPV Ventures', 'Fika Ventures', 'Firebolt Ventures', 'Gokul Rajaram', 'Greycroft', 'Homebrew', 'JAZZ Venture Partners', 'Jon Steinback', 'Omega Venture Partners', 'Sequoia Scout', 'Vishal Vasishth']",0,9.640954e-05
urn:harmonic:company:1623034,PRIVATE,60,1146.0,65965,0.603922,SEED,,favikon.com,Favikon,Paris,France,7.013698630136986,"['Angelsquare' 'INSEAD Business Angels' 'Provence Angels'
 'Polymatter Ventures' 'Gust']","['Angelsquare', 'Gust', 'INSEAD Business Angels', 'Polymatter Ventures', 'Provence Angels']",0,9.624025e-05
urn:harmonic:company:3182211,PRIVATE,15,23.0,3209,1.248212,PRE_SEED,,skyvisor.fr,SkyVisor,Paris,France,6.013698630136986,"['BPIfrance' 'Tomcat Factory' 'Région Ile de France' 'Bpifrance'
 'TOMCAT INVEST']","['BPIfrance', 'Bpifrance', 'Région Ile de France', 'TOMCAT INVEST', 'Tomcat', 'Tomcat Factory']",0,9.613092e-05
urn:harmonic:company:50227389,PRIVATE,14,,845,4.3,SEED,,cleric.io,Cleric,San Francisco,United States,2.0136986301369864,['Zetta Venture Partners'],['Zetta Venture Partners'],0,9.612973e-05
urn:harmonic:company:1495910,PRIVATE,31,3229.0,2377,17.3,SERIES_A,Cybersecurity,trufflesecurity.com,Truffle Security,San Francisco,United States,6.016438356164383,"['Andreessen Horowitz' 'Harpoon Ventures' 'Hanover'
 'Essence Venture Capital' 'Abstract' 'Travis Mcpeak' 'Alex Rice']","['Abstract', 'Alex Rice', 'Andreessen Horowitz', 'Essence Venture Capital', 'Hanover', 'Harpoon Ventures', 'Travis Mcpeak']",0,9.608373e-05
urn:harmonic:company:3240837,PRIVATE,23,16.0,3103,20.0,SEED,Other,acrehomes.com,Acre Homes,Durham,United States,4.016438356164383,"['Home Technology Ventures' 'Triangle Tweener Fund' 'Duke Angel Network'
 'Anthemis Group' 'Unpopular Ventures' 'Studio VC' ""Sovereign's Capital""
 'Front Porch Venture Partners' 'Front Porch Ventures' 'Fred Tuomi']","['Anthemis Group', 'Duke Angel Network', 'Fred Tuomi', 'Front Porch Venture Partners', 'Front Porch Ventures', 'Home Technology Ventures', ""Sovereign's Capital"", 'Studio VC', 'Triangle Tweener Fund', 'Unpopular Ventures']",0,9.60829e-05
urn:harmonic:company:43689180,PRIVATE,16,,1870,43.625,SEED,,withpantheon.ai,Pantheon AI,San Francisco,United States,2.010958904109589,['Andreessen Horowitz' 'Felicis' '8VC' 'Company'],"['8VC', 'Andreessen Horowitz', 'Felicis']",0,9.572733e-05
urn:harmonic:company:5963272,PRIVATE,19,,855,34.115654,SERIES_B,Healthcare Services,gtmetabolic.com,GT Metabolic Solutions,Saint Michael,United States,3.8438356164383563,['HealthTech Capital' 'Ceros Capital Markets'],"['Ceros Capital Markets', 'HealthTech Capital']",0,9.560198e-05
urn:harmonic:company:3901151,PRIVATE,40,3158.0,93,8.0,SEED,Gaming,gymclass.quest,IRL Studios Inc.,San Francisco,United States,3.0136986301369864,"['Andreessen Horowitz' 'Y Combinator' 'Founders, Inc.'
 'The Todd & Rahul Angel Fund']","['Andreessen Horowitz', 'Founders', 'The Todd & Rahul Angel Fund', 'Y Combinator']",0,9.531407e-05
urn:harmonic:company:794796,PRIVATE,17,,1919,13.383347,SERIES_A,Infrastructure,femtosense.ai,Femtosense,San Bruno,United States,7.013698630136986,"['Sand Hill Angels' 'Vanedge Capital' 'Amino Capital'
 'SV Pacific Ventures' 'Gaingels' 'J2 Ventures' 'Kleiner Perkins'
 'Quest Venture Partners' 'Fine Structure Ventures' 'Vijay Shankar']","['Amino Capital', 'Fine Structure Ventures', 'Gaingels', 'J2 Ventures', 'Kleiner Perkins', 'Quest Venture Partners', 'SV Pacific Ventures', 'Sand Hill Angels', 'Vanedge Capital', 'Vijay Shankar']",0,9.5185096e-05
urn:harmonic:company:1430197,PRIVATE,62,5332.0,16255,22.5,SERIES_A,Infrastructure,protohologram.com,Proto Hologram,Los Angeles,United States,6.016438356164383,"['Cartan Capital' 'TRUE Cresset I Sports + Entertainment'
 'Draper Associates' 'Michael Walsh' 'Structure Capital' ""Christie's""
 'Genesis Accel' 'M-out Inc' 'Luke Walton' 'Joe Lewis' 'Jillian Manus'
 'Deandre Ayton' 'Quavious Keyate Marshall' 'Marshawn Lynch' 'Doug Barry'
 'Breanna Stewart' 'Sean Combs' 'Mike Walsh' 'Robert Griffin' 'Tim Draper'
 'Albert Pujols' 'Nneka Ogwumike']","['Albert Pujols', 'Breanna Stewart', 'Cartan Capital', ""Christie's"", 'Deandre Ayton', 'Doug Barry', 'Draper Associates', 'Genesis Accel', 'Jillian Manus', 'Joe Lewis', 'Luke Walton', 'M-out Inc', 'Marshawn Lynch', 'Michael Walsh', 'Mike Walsh', 'Nneka Ogwumike', 'Quavious Keyate Marshall', 'Robert Griffin', 'Sean Combs', 'Structure Capital', 'TRUE Cresset I Sports + Entertainment', 'Tim Draper']",0,9.517547e-05
urn:harmonic:company:3579684,PRIVATE,8,383.0,6559,30.0,SERIES_A,Life Sciences Software,albertinvent.com,Albert Invent,San Francisco,United States,2.5205479452054793,"['Index Ventures' 'Coatue' 'F-Prime Capital' 'TCV' 'Homebrew'
 'Connor Theilmann']","['Coatue', 'Connor Theilmann', 'F-Prime Capital', 'Homebrew', 'Index Ventures', 'TCV']",0,9.4829855e-05
urn:harmonic:company:10523654,PRIVATE,28,131.0,1959,2.025,PRE_SEED,,pipebird.com,Pipebird,New York,United States,4.008219178082192,['Y Combinator' 'Olive Tree Capital'],"['Olive Tree Capital', 'Y Combinator']",0,9.462056e-05
urn:harmonic:company:3250978,PRIVATE,142,,5222,0.0,VENTURE_UNKNOWN,Horizontal Software,skool.com,Skool,El Segundo,United States,8.01917808219178,[],,0,9.4612085e-05
urn:harmonic:company:9292894,PRIVATE,27,,1873,5.4,SEED,Cybersecurity,nightvision.net,NightVision,Bradenton,United States,3.0082191780821916,[],,0,9.4564464e-05
urn:harmonic:company:1477946,PRIVATE,22,6064.0,5443,4.04,SEED,,base64.ai,Base64,New York,United States,4.980821917808219,"['Long Journey' 'Nevzat Aydın' 'Gaingels' 'Zero Prime Ventures'
 'Sequoia Capital' 'Tufan Lokmanoğlu' 'Venkat Iyer' 'Firat Isbecer'
 'Altug Karayel' 'Ramsey Taylor' 'Naveen Goli' ""Denis O'flynn O'brien""
 'Nevzat Aydin' 'Scott Banister' 'Pascal Levy-Garboua']","['Altug Karayel', ""Denis O'flynn O'brien"", 'Firat Isbecer', 'Gaingels', 'Long Journey', 'Naveen Goli', 'Nevzat Aydin', 'Nevzat Aydın', 'Pascal Levy-Garboua', 'Ramsey Taylor', 'Scott Banister', 'Sequoia Capital', 'Tufan Lokmanoğlu', 'Venkat Iyer', 'Zero Prime Ventures']",0,9.441876e-05
urn:harmonic:company:3882492,PRIVATE,226,,52155,30.05,SERIES_A,Healthcare Software,certifyos.com,Certify,New York,United States,3.5205479452054793,"['Max Ventures' 'Upfront Ventures' 'General Catalyst' 'Arkitekt Ventures'
 'Electric Ant' 'Tau Ventures' 'GOLDLINE VENTURES LIMITED' 'Hustle Fund'
 'Chase Feiger, M.D.' 'Bart Macdonald' 'Bobby Lo' 'Rohit V.' 'Will Young']","['Arkitekt Ventures', 'Bart Macdonald', 'Bobby Lo', 'Chase Feiger', 'M.D.', 'Electric Ant', 'GOLDLINE VENTURES LIMITED', 'General Catalyst', 'Hustle Fund', 'Max Ventures', 'Rohit V.', 'Tau Ventures', 'Upfront Ventures', 'Will Young']",0,9.441813e-05
urn:harmonic:company:47237207,PRIVATE,83,,18604,16.0,SERIES_A,,assiduus.com,Assiduus,Atlanta,United States,7.019178082191781,"['Udtara Ventures' 'StartupXseed Ventures LLP' 'NB Ventures' '9Unicorns'
 'K Partners Pty Ltd' ""Venture Catalysts++ | India's 1st Multi-Stage VC""
 'Pulsar Capital' 'Arise (StrongHer) Ventures' 'Rajan Navani'
 'Somdutta Singh' 'Carlos Cashman']","['9Unicorns', 'Arise (StrongHer) Ventures', 'Carlos Cashman', 'K Partners Pty Ltd', 'NB Ventures', 'Pulsar Capital', 'Rajan Navani', 'Somdutta Singh', 'StartupXseed Ventures LLP', 'Udtara Ventures', ""Venture Catalysts++ | India's 1st Multi-Stage VC""]",0,9.4261326e-05
urn:harmonic:company:4121976,PRIVATE,65,1201.0,8298,68.0,SERIES_B,Infrastructure,onehouse.ai,Onehouse,Menlo Park,United States,4.013698630136986,['Greylock' 'Zero Prime Ventures' 'Craft Ventures' 'Addition'],"['Addition', 'Craft Ventures', 'Greylock', 'Greylock Partners', 'Zero Prime Ventures']",0,9.412121e-05
urn:harmonic:company:757693,PRIVATE,30,16.0,4129,14.50263,SERIES_A,,onstationapp.com,OnStation,Cleveland,United States,10.016438356164384,"['VisionTech Partners | VisionTech Angels' 'Jumpstart Ventures'
 'Techstars' 'North Coast Ventures' 'JobsOhio' 'HG Ventures'
 'JumpStart Inc.' 'JobsOhio Growth Capital' 'JobsOhio Growth Capital Fund'
 'The Heritage Group' 'Golden Angels Investors' 'VisionTech Partners'
 'Next Chapter Holdings' 'JumpStart Ventures' 'New Dominion Angels'
 'Frontier Angels' 'Up2 Opportunity Fund']","['Frontier Angels', 'Golden Angels Investors', 'HG Ventures', 'JobsOhio', 'JobsOhio Growth Capital', 'JobsOhio Growth Capital Fund', 'JumpStart Inc.', 'JumpStart Ventures', 'Jumpstart Ventures', 'New Dominion Angels', 'Next Chapter Holdings', 'North Coast Ventures', 'Techstars', 'The Heritage Group', 'Up2 Opportunity Fund', 'VisionTech Partners', 'VisionTech Partners | VisionTech Angels', 'other angel investors']",0,9.409232e-05
urn:harmonic:company:4325305,PRIVATE,11,54.0,1758,2.801,SEED,,dots.dev,Dots (YC S21),San Francisco,United States,3.758904109589041,"['Global Founders Capital' 'Clocktower Ventures' 'Twenty Two Ventures'
 'Lynett Capital' 'BoxGroup' 'Soma Capital' 'Liquid 2 Ventures'
 'HOF Capital' 'Daniel Simon' 'Preetha Parthasarathy' 'Marc Bhargava']","['BoxGroup', 'Clocktower Ventures', 'Daniel Simon', 'Global Founders Capital', 'HOF Capital', 'Liquid 2 Ventures', 'Lynett Capital', 'Marc Bhargava', 'Preetha Parthasarathy', 'Soma Capital', 'Twenty Two Ventures']",0,9.3990624e-05
urn:harmonic:company:3075749,PRIVATE,13,1.0,1232,0.05,SEED,,blackmambarodlift.com,Black Mamba Rod Lift,Oklahoma City,United States,6.019178082191781,['Houston Angel Network'],['Houston Angel Network'],0,9.394251e-05
urn:harmonic:company:10967960,PRIVATE,54,5629.0,15275,46.0,SERIES_A,Horizontal Software,opus.pro,OpusClip,Sunnyvale,United States,3.0082191780821916,"['Samsung Next' 'GTMfund' 'Millennium Technology Value Partners'
 'Alpine Ventures' 'DCM Ventures' 'Lightspeed Venture Partners'
 'Millennium New Horizons' 'Jason M. Lemkin']","['Alpine Ventures', 'DCM Ventures', 'GTMfund', 'Jason M. Lemkin', 'Lightspeed Venture Partners', 'Millennium New Horizons', 'Millennium Technology Value Partners', 'Samsung Next']",0,9.366431e-05
urn:harmonic:company:44232143,PRIVATE,25,66.0,1402,5.794168,SEED,,vvater.com,VVater,Austin,United States,3.0164383561643837,['Dick Anderson'],['Dick Anderson'],0,9.349771e-05
urn:harmonic:company:5145704,OUT_OF_BUSINESS,6,732.0,376,0.4218499999999999,,FinTech,helloattend.com,Attend,New York,United States,3.0082191780821916,[],,0,9.347703e-05
urn:harmonic:company:3331742,PRIVATE,54,420.0,4503,11.325,SEED,Horizontal Software,default.com,Default,San Francisco,United States,4.016438356164383,"['Figma' 'Scribble Ventures' 'GTMfund' '8VC' 'Kearny Jackson'
 'Adapt Ventures' 'Notion' 'Craft Ventures' 'Caffeinated Capital'
 'BoxGroup' 'Zephyr Venture Partners' 'FAST —\xa0by GETTYLAB'
 'protocol — by gettylab' 'Charley Ma' 'Kyle Parrish' 'Liu Jiang'
 'Peter Kazanjy' 'Nicholas Donahue' 'Jack Altman' 'Ashkan Mizani'
 'Nick Candito 🌥']","['8VC', 'Adapt Ventures', 'Airtable', 'Ashkan Mizani', 'BoxGroup', 'Caffeinated Capital', 'Charley Ma', 'Craft Ventures', 'FAST —\xa0by GETTYLAB', 'Figma', 'GTMfund', 'Jack Altman', 'Kearny Jackson', 'Kyle Parrish', 'Liu Jiang', 'Nicholas Donahue', 'Nick Candito 🌥', 'Notion', 'Peter Kazanjy', 'Scribble Ventures', 'Zephyr Venture Partners', 'protocol — by gettylab']",0,9.337315e-05
urn:harmonic:company:776184,PRIVATE,21,399.0,3498,0.1,PRE_SEED,,cuemby.com,Cuemby,Delray Beach,United States,4.936986301369863,['Hatchet Ventures 🪓' 'MEI Capital'],"['Hatchet Ventures 🪓', 'MEI Capital']",0,9.325498e-05
urn:harmonic:company:4298570,PRIVATE,29,3944.0,2013,6.6,SEED,Infrastructure,novu.co,Novu,Tel Aviv-Yafo,Israel,4.016438356164383,"['Entrée Capital' 'Mango Capital' 'Eniac Ventures'
 'Crane Venture Partners' 'Community Access Fund' 'MXV Capital'
 'Alon Kotler Gamzu' 'Ariel Maislos']","['Alon Kotler Gamzu', 'Ariel Maislos', 'Community Access Fund', 'Crane Venture Partners', 'Eniac Ventures', 'Entrée Capital', 'MXV Capital', 'Mango Capital']",0,9.316477e-05
urn:harmonic:company:12882648,PRIVATE,23,332.0,564,2.95,SEED,,sunsethq.com,Sunset,New York,United States,2.010958904109589,"['Contrarian Thinking' 'Everywhere Ventures' 'Contrarian Thinking Capital'
 'Hustle Fund' 'Chris Hutchins']","['Chris Hutchins', 'Contrarian Thinking', 'Contrarian Thinking Capital', 'Everywhere Ventures', 'Hustle Fund']",0,9.314211e-05
urn:harmonic:company:11238216,PRIVATE,10,,1179,0.5,PRE_SEED,,distro.app,Distro (YC S24),Palo Alto,United States,3.0082191780821916,['Y Combinator' 'Pioneer Fund'],"['Pioneer Fund', 'Y Combinator']",0,9.312542e-05
urn:harmonic:company:2086189,OUT_OF_BUSINESS,45,33.0,415,0.6,PRE_SEED,,joinbumper.com,Bumper Investing,Lincoln,United States,4.013698630136986,"['Invest Nebraska' 'Uma Ventures' 'gener8tor' 'NMotion'
 'Right Side Capital Management' 'Nebraska Angels' 'Lancaster Investments']","['Invest Nebraska', 'Lancaster Investments', 'NMotion', 'Nebraska Angels', 'Right Side Capital Management', 'Uma Ventures', 'gener8tor']",0,9.308564e-05
urn:harmonic:company:6655437,PRIVATE,15,,372,0.396,SEED,,heypinnacle.com,Pinnacle,New York,United States,3.0164383561643837,['Alchemist Accelerator'],['Alchemist Accelerator'],0,9.3067625e-05
urn:harmonic:company:3127005,PRIVATE,102,22.0,9149,11.0,SERIES_A,Data,radix.com,Radix,Scottsdale,United States,8.01917808219178,['Level Equity'],['Level Equity'],0,9.293637e-05
urn:harmonic:company:3054534,PRIVATE,122,531.0,12910,91.7,SERIES_B,Climate Tech Hardware,muonspace.com,Muon Space,Mountain View,United States,4.010958904109589,"['Climactic' 'ACME Capital' 'South Park Commons' 'Ubiquity Ventures'
 'Space Capital' 'Space Angels' 'Radical Ventures' 'Congruent Ventures'
 'Costanoa Ventures' 'Activate Capital']","['ACME Capital', 'Activate Capital', 'Climactic', 'Climactic VC', 'Congruent Ventures', 'Costanoa Ventures', 'Radical Ventures', 'South Park Commons', 'Space Angels', 'Space Capital', 'Ubiquity Ventures']",0,9.28199e-05
urn:harmonic:company:796418,PRIVATE,59,,3904,20.450002,SERIES_A,Healthcare Software,courierhealth.com,Courier Health,New York,United States,4.016438356164383,['Work-Bench' 'Norwest Venture Partners'],"['Norwest Venture Partners', 'Work-Bench']",0,9.281698e-05
urn:harmonic:company:1842925,PRIVATE,11,29.0,1527,6.2,SEED,Infrastructure,sosiv.io,Sosivio,San Francisco,United States,5.931506849315069,['Side Door Ventures' 'Towerhill Associates' 'Seamans Holdings'],"['Seamans Holdings', 'Side Door Ventures', 'Towerhill Associates']",0,9.280857e-05
urn:harmonic:company:45943900,PRIVATE,39,4479.0,3469,27.0,SERIES_A,,odyssey.systems,Odyssey,Palo Alto,United States,2.0164383561643837,"['Coho Deeptech' 'Jeff Dean' 'GV (Google Ventures)' 'Air Street Capital'
 'DCVC' 'Garry Tan' 'Elad Gil' 'Soumith Chintala' 'Guillermo Rauch'
 'Kyle Vogt' 'Jeff Dean' 'Qasar Younis' 'Soleio \u200b' 'Soleio Cuervo']","['Air Street Capital', 'Coho Deeptech', 'DCVC', 'Elad Gil', 'GV (Google Ventures)', 'Garry Tan', 'Guillermo Rauch', 'Jeff Dean', 'Kyle Vogt', 'Qasar Younis', 'Soleio Cuervo', 'Soleio \u200b', 'Soumith Chintala']",0,9.273948e-05
urn:harmonic:company:9845,PRIVATE,51,418.0,3548,22.02,SERIES_B,,zenysis.com,Zenysis Technologies,San Francisco,United States,10.021917808219179,"['Reaction' '500 Global' 'Steele Foundation for Hope' 'Y Combinator'
 'Founders Fund' 'Tencent' 'S2 Capital' 'NKM Capital' '10x Group'
 'Peter Thiel' 'Samvit Ramadurgam']","['10x Group', '500 Global', '500 Startups', 'Founders Fund', 'NKM Capital', 'Peter Thiel', 'Reaction', 'S2 Capital', 'Samvit Ramadurgam', 'Steele Foundation for Hope', 'Tencent', 'Y Combinator']",0,9.2654e-05
urn:harmonic:company:4510633,PRIVATE,14,,21,7.1,SEED,Cybersecurity,principialabs.xyz,Principia Labs,San Francisco,United States,2.9287671232876713,"['K5 Global' 'Jump Crypto' 'Castle Island Ventures' 'Lux Capital'
 'Sequoia Capital' 'BoxGroup' 'SV Angel' 'Raouf Ben-Har']","['BoxGroup', 'Castle Island Ventures', 'Jump Crypto', 'K5 Global', 'Lux Capital', 'Raouf Ben-Har', 'SV Angel', 'Sequoia Capital']",0,9.2576985e-05
urn:harmonic:company:1464603,PRIVATE,60,25.0,4236,115.0,SERIES_C,Infrastructure,luminarycloud.com,Luminary Cloud,San Mateo,United States,5.210958904109589,['Sutter Hill Ventures'],['Sutter Hill Ventures'],0,9.243373e-05
urn:harmonic:company:50862518,PRIVATE,7,,641,2.25,SEED,,infinitform.com,InfinitForm,Los Angeles,United States,2.0164383561643837,['Schematic Ventures'],['Schematic Ventures'],0,9.238342e-05
urn:harmonic:company:3361223,PRIVATE,46,72.0,2601,26.25,SERIES_A,FinTech,adaptive.build,Adaptive,New York,United States,4.013698630136986,"['Andreessen Horowitz' 'Exponent' 'Third Kind Venture Capital'
 'Definition' 'Gokul Rajaram' 'Emergence Capital' 'Pathlight Ventures'
 'Pear VC' 'BoxGroup' 'Foundamental' 'Gokul Rajaram']","['Andreessen Horowitz', 'Box Group', 'BoxGroup', 'Definition', 'Emergence Capital', 'Exponent', 'Foundamental', 'Gokul Rajaram', 'Pathlight Ventures', 'Pear VC', 'Third Kind Venture Capital']",0,9.223914e-05
urn:harmonic:company:766072,PRIVATE,12,389.0,797,4.0,SEED,,partnerslate.com,PartnerSlate,San Francisco,United States,3.6410958904109587,"['Resilience' 'Pacific Fin Capital' 'The MBA Fund' 'Newlin Ventures'
 'Mentors Fund' 'Supply Change Capital' 'Cleveland Avenue']","['Cleveland Avenue', 'Mentors Fund', 'Newlin VC', 'Newlin Ventures', 'Pacific Fin Capital', 'Resilience', 'Supply Change Capital', 'The MBA Fund']",0,9.213365e-05
urn:harmonic:company:10574587,PRIVATE,13,,787,0.7,PRE_SEED,,shopcapsule.ai,CAPSULE,San Francisco,United States,3.0164383561643837,['GFR Fund' 'Y Combinator' 'Goodwater'],"['GFR Fund', 'Goodwater', 'Y Combinator']",0,9.210378e-05
